run_id,beam_size,img,label_true,context_true,label_generated
20220403_031656,5,28558.jpg,Representatives meet for a policy forum on M-Learning at UNESCO's Mobile Learning Week in March 2017,A computer screen at the front of a room of policy makers shows the Mobile Learning Week logo,A screenshot of a class of room at work in 2010
20220403_031656,5,28569.jpg,"Famous Holy Spoken Green Tara in Nyanang Phelgyeling Monastery, Nepal.",Currently in shrine of Nyanang Phelgyeling Monastery located in Swoyambhu..Nepal,"The Buddha shrine dedicated to his teacher , at the monastery complex ."
20220403_031656,5,28570.jpg,"The New York Times, June 15, 1919","""Senators Tell What Bolshevism in America Means.",A page from the United States in 1864 .
20220403_031656,5,28571.jpg,"Text of original caption: ""THE SOVIET ARK, The United States army transport Buford, carrying 249 Russian ""Reds"" as America's Christmas present to Lenine [sic] and Trotzky [sic].""","the Soviet Ark, a ship, leaving New York Harbor",The German ship arrives in New York City
20220403_031656,5,28592.jpg,"Phenakite crystal from the Noumas II Pegmatite, South Africa. (Size:1.2x0.5x0.4cm)",Phenakite crystal,"A shell of a crystal skull , showing a bird"
20220403_031656,5,28599.jpg,Map of Mauretania Tingitana showing the location of Volubilis,Map of south-western Iberia and the far north-west of Africa with Roman roads and cities marked,Map of the southern frontier in the Middle Ages
20220403_031656,5,28601.jpg,Edge of the excavated area at Volubilis. A stretch of Decauville track used to carry spoil away is still visible.,View of an old narrow-gauge railway track running into an excavated area alongside walls and foundations,The remains of the old railway station
20220403_031656,5,28602.jpg,A reconstructed Roman olive press in Volubilis,"A reconstructed olive press from Volubilis consisting of a circular stone basin with a circular stone inset, atop which a long wooden bar is fixed",The restored vase of Ramesses VI at the Eshmun temple
20220403_031656,5,28603.jpg,"The bronze bust of Cato the Younger, found in the House of Venus in 1918","A bronze bust of the head and shoulders of a middle-aged man, with the word ""CATO"" inscribed across the chest",A bust of Emperor Maximinus Thrax
20220403_031656,5,28630.jpg,Chicago Mayor William Hale Thompson accepted campaign contributions from gangster Al Capone. Thompson led the faction that supported lax enforcement of Prohibition in the Illinois 1928 Republican campaign,William Hale Thompson circa 1917,"John H. Thompson , c. 1920"
20220403_031656,5,28631.jpg,"U.S. Senator Charles S. Deneen, a former state representative and governor, opposed Thompson's slate. Deneen led the reformist faction in the Illinois 1928 Republican campaign",Charles S. Deneen circa 1917,John J. W. c. 1920
20220403_031656,5,28636.jpg,Headline for New York Herald story,1874 Herald hoax headline,A newspaper advertisement for the opening of the event
20220403_031656,5,28684.jpg,Henry Fielding investigated Canning's claims,"A half-length monochrome portrait, profile, of an elderly man wearing a long wig",William H. Powell
20220403_031656,5,28685.jpg,"A 19th-century portrait of Mary Squires, as printed in The Newgate Calendar","A half-length monochrome portrait of an elderly woman. She wears a wide-brimmed hat, and has a large nose and well-fleshed mouth","A portrait of the first version of the Ladies ' foot , from the collection of the National Gallery of Art"
20220403_031656,5,28686.jpg,Sir Crisp Gascoyne was convinced that a miscarriage of justice had occurred.,"A full-length monochrome portrait of an elderly man, wearing 18th-century dress, and a long wig",A contemporary illustration of a 16th-century edition of The Fairchild Family
20220403_031656,5,28687.jpg,"George II issued a stay of execution on Squires's sentence, and later a pardon.","A half-length colour portrait of a man wearing a long wig. Various emblems are apparent on his jacket, and his left hand holds a pole.","The Viscount of Rio Branco in court dress , painted in 1815 ."
20220403_031656,5,28688.jpg,A contemporary sketch of the loft in which it was supposed Canning was held,"A sketch of a loft, containing a bale of hay, some implements on a wall, and a window at the end",A farm in the 1850s
20220403_031656,5,28689.jpg,The Trial of Elizabeth Canning,A monochrome sketch of a young woman standing in the dock of a courtroom. The room is filled with wigged men.,"A suffragette being force-fed in Holloway Square , London ."
20220403_031656,5,28690.jpg,"The Conjurers (1753). Canning, Fielding, Gascoyne, Hill, and Squires, share the stage with The Bottle Conjuror.","Several people are stood on a stage, surrounding a small bottle.",The Conjurers ( 1753 ) )
20220403_031656,5,28761.jpg,Private George J. Howell c.1915,A head and shoulders portrait of a junior ranking soldier. He is looking off to the left.,The soldier of the 5th RCT rests after 31 days after the battle .
20220403_031656,5,28762.jpg,Howell (right) receives his decorations from King George V during an investiture on 21 July 1917.,Two men in military uniform smiling and shaking hands. The man on the left is older and slightly stooped. People are gathered in the background.,"A group of Victoria Cross recipients gathered to the left of the British Army , at the conclusion of the battle ."
20220403_031656,5,28763.jpg,"A group of Victoria Cross recipients lined up to march in the 1927 Melbourne Anzac Day march. Howell is on the right, second row.",Lines of men in rows of four wearing military uniforms or suits and military medals.,"A group of Victoria Cross recipients lined up to march in the 1927 Melbourne Anzac Day march . Ingram is front row , second from left ."
20220403_031656,5,28791.jpg,The Shaftesbury Memorial Fountain in Piccadilly Circus. Anteros is one of the first statues to be cast in aluminium.,The Shaftesbury Memorial Fountain,The Victoria Memorial Fountain
20220403_031656,5,28793.jpg,"Queen Alexandra Memorial (detail). The maiden is supported by figures representing Faith, Hope and Charity.",Queen Alexandra Memorial,Statue of Queen Victoria Memorial
20220403_031656,5,28794.jpg,"Gilbert photographed in his Fulham Road studio, circa 1889",Alfred Gilbert in his studio,John Anderson in his Studio room
20220403_031656,5,28808.jpg,"Second Lieutenant Murray, Gallipoli 1915","A man in military uniform sitting down in a trench. On both sides are walls of dirt, with sandbags on top.",The 1st Cavalry Division captured during Operation Crimp .
20220403_031656,5,28809.jpg,Major Murray is presented with a Bar to his DSO by General Birdwood.,Two men in military uniform shaking hands. Groups of men are in the background.,A group of Victoria Cross recipients gathered to march in the 1938 Sydney Anzac
20220403_031656,5,28810.jpg,Lieutenant Colonel Harry Murray c. 1920,A head and shoulders portrait of a man in military uniform.,William H. Powell
20220403_031656,5,28811.jpg,"Murray's medal group on display at the Australian War Memorial, Canberra.","A group of eleven court mounted military medals are displayed in the top half, while a solitary twelfth (the CMGworn around the neck) hangs below.",The Victoria Cross
20220403_031656,5,28812.jpg,Henry Murray's grave,Three stone grave markers on the ground.,"The gravestone at the site of the grave of Virginia Cemetery in Charlottesville , Virginia ."
20220403_031656,5,28850.jpg,Menu card for the Savage Club's 40th anniversary dinner in 1897,Illustrated menu card,"The cover of the first edition , showing the scenes of the dodo"
20220403_031656,5,28851.jpg,"Menu card for a dinner in honour of the inventor of the radio, Guglielmo Marconi, in 1903",Illustrated menu card,The original title page for the album 's title page
20220403_031656,5,28852.jpg,Menu card for a dinner in honour of the Prince of Wales (later Edward VII) in 1882,Illustrated menu card,An example of a 16th-century edition of the Fairchild Family
20220403_031656,5,28853.jpg,Menu card for a dinner in honour of Lord Kitchener of Khartoum in 1898,Illustrated menu card,A map of the front page of the collection of Filial Piety .
20220403_031656,5,28900.jpg,Vaccarella walks away from his damaged Ferrari 330 P3 during the 1967 Targa Florio,Nino Vaccarella walks away from his damaged Ferrari 330 P3 during the 1967 Targa Florio,The 250 Testa Rossa from the 1964 Grand Prix
20220403_031656,5,28939.jpg,Historical marker on Broadway at Foot of State St.,"A metallic plaque with the words ""Fort Orange: Site of West India Company Colony 1624, was located to the southeast by the river.""",The plaque at the entrance to the south shore of the Nile
20220403_031656,5,28942.jpg,Hale with husband Dean at the 2016 Texas Book Festival,shannon and dean hale,"The two main characters in the video , originally starred in the episode ."
20220403_031656,5,28943.jpg,WQED title card,Title card with station logo and slogan,The logo for the station
20220403_031656,5,28944.jpg,"WQED headquarters, next to Central Catholic High School in Pittsburgh","Modern, three-story buildings",The new building
20220403_031656,5,28945.jpg,Sculpture outside WQED headquarters,Abstract elephant sculpture,The elephant at the National Museum of Arts in New York City
20220403_031656,5,28947.jpg," Te Karaka Bay (left) and the long coastline of Spirits Bay (right), viewed from its eastern end.",Panorama of Spirits Bay and Te Karaka Bay,"A panoramic view of Molokini , the largest island in New Zealand"
20220403_031656,5,28955.jpg,The University of Charleston from across the Kanawha River,University of Charleston campus from a drone during fall,An aerial view of the Port of Alabama
20220403_031656,5,28960.jpg,"Contemporary illustration of the 1868 Washita Massacre by the 7th Cavalry against Black Kettle's band of Cheyennes, during the American Indian Wars. Violence and conflict with colonists were also important causes of the decline of certain indigenous American populations since the 16th century.",1857 engraving of a sick Native American being cared for by an indigenous healer,"The story of a child on an Indian woman , c. 1780"
20220403_031656,5,28985.jpg,USB flash drives typically implement the USB mass storage device class.,"A USB thumb drive and its cap, next to a 100 millimeter ruler for scale",An adapter with DVI ( left ) and HDMI ( right )
20220403_031656,5,28986.jpg,USB card readers typically implement the USB mass storage device class.,"A small, thin, gray box, with data card inserted in a bottom slot",The original box set for complete with a Genesis
20220403_031656,5,28991.jpg,"Afternoon Tea Party c. 1891, by Mary Cassatt",Afternoon Tea Party - Mary Cassatt,The annual opening of the first meeting : Lady Gaga
20220403_031656,5,28992.jpg,"A Group of Artists, Paris c. 1929, by Jules-Alexandre Grn",A Group of Artists - Jules Grn,The first of the young - oil on canvas
20220403_031656,5,29037.jpg,"British band Simply Red spent 19 weeks at the top of the UK Albums Chart during the 1990s, longer than any other act.",Colour photograph of Simply Red performing live onstage in 2009.,The White ( pictured in 2009 ) was the best-selling album of the decade .
20220403_031656,5,29038.jpg,"The Spice Girls' debut, Spice, spent a total of 15 weeks at number one on the UK Albums Chart during the 1990s, longer than any other album.",Colour photograph of the Spice Girls standing in a line onstage in 2008.,A screenshot from the music video for `` Do n't Tell Me ''
20220403_031656,5,29039.jpg,(What's the Story) Morning Glory? by Oasis was the biggest-selling album of the decade.,Colour photograph of Liam and Noel Gallagher performing live in 2005.,John Lennon performing on the Joshua Tree in 2005
20220403_031656,5,29040.jpg,Irish group Boyzone topped the albums chart with four different releases this decade.,Colour photograph of all five members of Boyzone performing in concert in 2009. They are suspended from the ceiling by wires.,A group of The Ed Sullivan Show in 2011
20220403_031656,5,29041.jpg,Canadian singer Celine Dion achieved four number-one albums during the 1990s.,Head-and-shoulders colour photograph of Celine Dion in 2008.,`` Lights '' surpassed by Kate Bush ( pictured in 2006 ) .
20220403_031656,5,29042.jpg,Cher's greatest hits album 19651992 was the 1992 Christmas number-one album.,Head-and-shoulders colour photograph of Cher in 2011.,"Photograph of Cannes , Best Original Song co-winner"
20220403_031656,5,29130.jpg,"Didier Moggia was the first musher to start the 2008 Yukon Quest in Fairbanks, Alaska.",A team of dogs pulls a sled guided by a musher as spectators watch from behind barricades on both sides.,"Men 's horses , a popular attraction , is the largest marathon in the world ."
20220403_031656,5,29131.jpg,Dogs race ahead at the start of the 2003 Yukon Quest in Whitehorse.,A string of harnessed dogs runs from left to right as spectators watch behind a placard-laden barricade.,The Stampede Showband performs
20220403_031656,5,29132.jpg,The former White Pass and Yukon Route train station in Whitehorse houses the Canadian offices of Yukon Quest International and is next to the Whitehorse end of the race.,"A red electric sign is seen at night, displaying words ""White Pass & Yukon Route"" above a white, wooden sign emblazoned with ""Whitehorse Yukon"".",An example of a sign sign at the entrance to the Edmonton Trail .
20220403_031656,5,29133.jpg,Braeburn Lodge is the first checkpoint in the WhitehorseFairbanks direction.,A low-slung wooden structure is surrounded by vehicles on a dirt parking lot,The Tianjin Port International Airport
20220403_031656,5,29134.jpg,Pelly Crossing is the last checkpoint before Dawson City.,A collection of houses and buildings surrounded by trees and a river are seen.,A view of the village of the village of the city
20220403_031656,5,29135.jpg,The Fortymile River section of the race is among the coldest along the trail.,A choppy river is seen surrounded by tree-covered hills.,The river Lea at Amwell
20220403_031656,5,29136.jpg,A team leaves the Slaven's Cabin checkpoint of the 2005 Yukon Quest.,"A team of dogs wearing coats and booties begins pulling a musher away from a log cabin with a plaque labeled ""Slaven's Roadhouse""","An example of an Appaloosa 's house , a house that has been painted by a lion"
20220403_031656,5,29137.jpg,"Steese Roadhouse, seen here in summer, is home to the Central checkpoint of the Yukon Quest.",A wooden building is decorated with signs and the carved outline of a dog team,The former freight house in the background
20220403_031656,5,29138.jpg,"The eastern slope of Eagle Summit, seen in August 2008 looking north",A view of a valley from a barren mountain summit with brown and yellow ground covering,A view of the Colorado River from the summit
20220403_031656,5,29139.jpg,"Twin Bears Campground, seen here in spring, was the Two Rivers checkpoint in the 2009 race.",Scattered cabins are seen behind a lake with ice floating on its surface,The riparian forests of the shore of Lake Tiberias
20220403_031656,5,29140.jpg,The Fairbanks start/finish line at the start of the 2008 Yukon Quest,"A panoramic image shows two lines of spectators behind barricades on either side of a starting chute with dog teams exiting left to right, between the lines of spectators",A panorama of the 2010 team of the race
20220403_031656,5,29141.jpg,Alaskan Huskies in harness,"Two white dogs are seen in red harnesses. One is sitting, and the other is lying down.",An Icelandic horse in front of the main dog
20220403_031656,5,29142.jpg,"Veterinarians, handlers, and mushers examine two dog teams after the 2009 Yukon Quest.","A team of dogs, still in harness, is surrounded by caretakers and spectators; in the background is the finish line with a Yukon Quest banner strung overhead",The Indian team at the 2008 Stanley Cup Final
20220403_031656,5,29290.jpg,The white hooded jumpsuit sported by Minogue was seen as a highlight of the video.,Minogue wearing a white hooded jumpsuit,Madonna performing `` Like a Virgin '' on The Get Weird Tour in 2016 .
20220403_031656,5,29291.jpg,"Minogue performing ""Can't Get You Out of My Head"" during her Golden Tour (201819)",Minogue performing while wearing a gold metallic blouse and jeans,The recording artist Rihanna 's `` I Got ta Feeling '' at number one .
20220403_031656,5,29300.jpg,"Peaceful anti-poll tax protesters outside the Palace of Westminster on the afternoon of 31 March, before the rioting began.","Protesters marching in front of the Palace of Westminster carrying red banners and placards with anti-poll tax slogans: ""Don't Pay  Don't Collect""",The protest against London in January 2011
20220403_031656,5,29301.jpg,"Damage, including a broken shop window, caused during the rioting on Trafalgar Square.","A broken shop window and debris, including crumpled posters with anti-poll tax slogans",The damage from the 2015 Electronic Entertainment Expo .
20220403_031656,5,29314.jpg,Extract of an article from The Impartial Reporter and Farmers' Journal from 1910 documenting the early phases of the church. See endnote for link to the full article.[D],"Scan of a 1910 newspaper article regarding Tramp Preachers, Doctrines, Methods, Money and Lapses",A page from the 1916 edition of The Covent-Garden Journal
20220403_031656,5,29315.jpg,"Last page of senior overseer George Walker's statement to the U.S. Selective Service in 1942 under the name ""Christian Conventions""[H]",Scan of page 3 of a 1942 statement written and signed by overseer George Walker on Christian Conventions stationery which addressed questions posed by the United States Selective Service,Map of the US Army Post Office
20220403_031656,5,29316.jpg,"Application for incorporation in the Province of Alberta under the name ""Alberta Society of Christian Assemblies""",Scan of the application for incorporation in the Province of Alberta signed by overseer Willis Propp and senior workers Jim Knipe and Dennis Einboden,A round ad for the first edition of Alberta
20220403_031656,5,29336.jpg,"A WEPF-style pool table, showing a cue ball and red and yellow balls close to the small, rounded, nearly parallel-sided pocket.",British Pool Table,The European Champion Clubs ' Cup trophy
20220403_031656,5,29342.jpg,"The director Michael Powell during filming for The Volunteer, 1943",group shot of three men in naval uniform and one man in civilian dress talking to them,"A group of Marine Corps Women 's Reserve Corps in New Guinea , December 1943"
20220403_031656,5,29455.jpg, Union Grounds in 1865,Union Grounds in 1865,A 19th-century view of the front of the front of the front of armies during the 1896 flood
20220403_031656,5,29466.jpg,Protest against BT Brinjal and a call for GM Free Food (Genetically Modified) by Solidarity and Greenpeace,BT Brinjal Protest,The protest against the protest of May 2011
20220403_031656,5,29467.jpg,Moore in 2015,A photo of actress Terry Moore in 2015,"John Moore , Best Original Song co-winner"
20220403_031656,5,29471.jpg,Donald Trump with Bill Clinton at Trump Tower in 2000,Donald Trump and Bill Clinton at Trump Tower in 2000,Mark Trump and U.S. President George W. Bush in 2008
20220403_031656,5,29472.jpg,The Gucci store in Trump Tower is at the northeast corner of Fifth Avenue and 56th Street.,"The Gucci store in Trump Tower, located at the northeast corner of Fifth Avenue and 56th Street",The Shinola retail location in the West End Avenue .
20220403_031656,5,29474.jpg,SIUE sign at the entrance to the main campus,SIUE Entry Sign,Aerial photo of the village of merit .
20220403_031656,5,29503.jpg,"The wives of the B of LF organized the Fraternal Sisterhood andthough not membersplayed an important role in the operation of the Brotherhood (this photo was likely taken in the 1880s at an unknown location and it includes Mrs. Frank P. Sargent as well as ""Mother"" Sarah Leach, wife of founder Joshua A. Leach","Eight women in Victorian-style dresses posing for a photo in front of a building. The woman in front and center is labeled with handwriting as ""Mother Sarah Leach"". The remaining seven woman form two rows behind Mrs. Leach. The three woman in the back row are also labeled in handwriting from left to right, ""Mrs. Killion, Mrs. F.P. Sargent, and Mrs. E.A. Ball"".","A 19th-century depiction of the Women 's Women 's home in 1892 , 1892"
20220403_031656,5,29513.jpg,An Asiatic lion,Indian Lion Gir,A dragon seen in Tharparkar
20220403_031656,5,29520.jpg,"Blondin's grave at Kensal Green Cemetery, London","An elaborate funerary monument of red granite, with two white marble tondi of Blondin and his wife, surmounted by a marble statue of a female figure clad in robes holding an anchor",A bust statue of the Count of Porto Alegre
20220403_031656,5,29534.jpg,Seisdon Hundred showing location of Seisdon,Seisdon Hundred showing position of Seisdon,Map of Braize .
20220403_031656,5,29537.jpg,The Minneapolis Greyhound Lines depot was built in the Streamline Moderne style in 1937.,"Black and white photo of corner building on a semi deserted street with round facade, sign saying Northland Greyhound, and two vertical signs reading Greyhound, surrounded by buses, Pantages Vaudeville and other buildings visible in rear","The restaurant 's neon sign , seen in 1938"
20220403_031656,5,29538.jpg,The depot restaurant (pictured in 1951) became a coatroom which became the 7th St. Entry.,"eight or ten light colored wooden tables with chairs seen from behind host station, lit with six bright ceiling lamps",The first committee room in the Parliament House
20220403_031656,5,29539.jpg,The 7th St Entry,Door and awning of black building with silver stars,The Royal Albert Hall of Fame
20220403_031656,5,29540.jpg,"During the era's wild west of settlement with artists, Steve McClellan was known as one of the few reliable promoters in the United States.","black & white shoulder high portrait of man in his thirties with folded arms seated at desk in front of vinyl record albums and a stereo, wearing black sunglasses, dark backwards baseball cap, and dark shirt",The band at the start of the first season
20220403_031656,5,29541.jpg,The Depot Tavern opened in 2010 next door to the 7th St Entry. The bar and restaurant has live video feeds from both the Mainroom and the Entry.,Vertical sign reading The Depot Tavern,The sign at the station .
20220403_031656,5,29627.jpg,Wild goat herd in Behbahan,"Wild Goat Herd, Behbahan",The site of a Tharparkar River
20220403_031656,5,29638.jpg,"Maspeth Creek, looking west toward Newtown Creek",A westward view at the Maspeth Creek,Aerial view of the Battle of the Monongahela
20220403_031656,5,29639.jpg,The Long Island Rail Road's freight-only Bushwick Branch runs through the Maspeth Industrial Center.,"The Bushwick Branch, a single-track railroad, crosses Flushing Avenue on a bridge and then goes into the Maspeth Industrial Center, an industrial building",The District Railway in Downtown Davenport
20220403_031656,5,29640.jpg,Flushing Avenue going below the Bushwick Branch,Flushing Avenue runs in a cut under the Bushwick Branch,The BMT Canarsie Line
20220403_031656,5,29641.jpg,"The intersection of Flushing Avenue and Grand Avenue, where a sign marks the separation of former streetcar lines",A traffic island where Flushing and Grand Avenues split,The East Avenue station in 2009
20220403_031656,5,29642.jpg,MTA bus depot,A bus depot with buses entering,The Bus Station
20220403_031656,5,29705.jpg,Passenger service shifted Exchange Place to Pavonia in 1860s and from Pavonia to Lackawanna in 1950s,Map showing Hudson River terminals ca. 1900,"Map of New York Bay , circa 1900"
20220403_031656,5,29721.jpg,Keyboard for the Osborne 1,"photograph of the keyboard for an Osborne 1 computer showing how the word ""Bell"" is also printed on the key for the letter ""G""",The original model used for the first time
20220403_031656,5,29755.jpg,A Ben-Hur chocolate label from 1906,A painting of Ben-Hur,The cover of the poem has been compared to the episode .
20220403_031656,5,29756.jpg,"Coastal areas of Martin, St. Lucie, and Indian River counties",Plantation Shutters Florida,The Kingdom of Cuba as it appeared in the U.S .
20220403_031656,5,29760.jpg,View of Terminal Area bus stop seen from Boulevard Puerto Areo,"Multiple people wait on the sidewalk of Puerto Areo Boulevard, next to the station entrance.","The entrance to the station , one of the station in the distance"
20220403_031656,5,29761.jpg,View of the station platforms in 2006,View of the two side platforms located inside Terminal Area.,Aerial view of the platforms
20220403_031656,5,29762.jpg,"Cuitzeo, in honor of pre-Hispanic cultures","Picture of a mural titled Cuitzeo, which depicts two pumas seeing some archaic edifications.",A mural painting by Juan de los Lagos again .
20220403_031656,5,29789.jpg,"A single-shot, 26.5/25mm flare gun manufactured by Patel Ballistics. It is chambered in a different caliber from the Orion flare gun.",Patel Ballistics Flare Gun,The Lorenz force created by a lightning strike test .
20220403_031656,5,29796.jpg,"Perpendicular Gothic: King's College Chapel, Cambridge (14461544)","Chapel of King's College, Cambridge","The Tomb of England College , Cambridge"
20220403_031656,5,29816.jpg,"Artist preparing Ganesh's image for the festival in Margao, Goa",Man painting a statue of Ganesh,The statue of Shiva
20220403_031656,5,29817.jpg,Ganesh Visarjan in Mumbai,"Large statue of Ganesh on the water, surrounded by people",A statue of the temple at the Temple .
20220403_031656,5,29818.jpg,Ganpati idol in Pune,Head of a statue of Ganesh,Statue of Shiva
20220403_031656,5,29829.jpg,Jatiyo Sangsad Bhaban,Facade of building across artificial lake,A panoramic view of the Great Bath
20220403_031656,5,29830.jpg,"Coastal North Carolina in the vicinity of Fort Macon, showing how it dominated the seaward approaches to Morehead City and Beaufort.","Bogue Banks is a long, narrow island extending from the left edge to past the middle of the chart. Fort Macon is at its eastern end. About two miles to the southeast is the western end of Shackleford Banks, which extends to the east southeast about seven miles. It is separated by a narrow inlet from Core Banks, which extends off the chart to the northeast. Behind these banks are the sounds, ranging in width from one to five miles. Carolina City, Morehead City, and Beaufort are sited on the sounds, all within 10 miles of Fort Macon. The Atlantic and North Carolina Railroad begins in Morehead City and runs off the map to the northwest.",The tip of the James Caird on the North Shore
20220403_031656,5,29858.jpg,Mexico's Popocatpetl volcano in 2009; Stone climbed its summit in 1848.,Color image looking down at the top of the volcano,The San Juan Mountains in 2008
20220403_031656,5,29859.jpg,Brig. Gen. Charles P. Stone,black and white full body image of General Stone in this Union Army uniform with cape,George Washington
20220403_031656,5,29860.jpg,Stone as a Union Army general officer,Black and white image of Stone as a general in his Union Army uniform,George Washington
20220403_031656,5,29861.jpg,Stone Pasha in the Egyptian Army,Black and white image of Stone with a beard in his Egyptian Army uniform,"The Duke of Buckingham , founder of the Kingdom of Yugoslavia"
20220403_031656,5,29862.jpg,The Statue of Liberty,Color picture of the Statue of liberty and ellis island. The statue is in green,"Map of the statue of Liberty Island on Liberty Island , New York City"
20220403_031656,5,29904.jpg,Sanu with Shravan and Thakur Doultani,Kumar Sanu is with other Thakur Doultani and Shravan,Kapoor with his son Anil in 2006
20220403_031656,5,29917.jpg,Princess Angeline (Duwamish) in an 1896 photogravure by Curtis,Princess Angeline of the Duwamish tribe in an 1896 photogravure by Edward Sheriff Curtis,Portrait of Queen Victoria in the 1850s
20220403_031656,5,29918.jpg,"The North American Indian, volume 1, 1907","cover page of The North American Indian, published in 1907",The front page of the North American American ( 1920 )
20220403_031656,5,29919.jpg,"Indian Days of the Long Ago, 1915",cover page of Indian Days of the Long Ago published in 1915,The front page of the Indian edition of the Great Books from 1920
20220403_031656,5,29920.jpg,"U.S. President Theodore Roosevelt, 1904, orotone by Curtis","portrait of Theodore Roosevelt from 1904, orotone process by Edward Sheriff Curtis","George Washington , 1904"
20220403_031656,5,29970.jpg,Basu at the 'IIFA 2015 Fashion Extravaganza' in 2015,Bipasha Basu poses for the camera,Kapoor at an event for Globus in 2008
20220403_031656,5,29971.jpg,Ganino's original script was rewritten to feature a guest appearance by former regular Denise Crosby.,A woman with short blonde hair looks to one side.,The episode was written by series creator Chris Carter in the episode .
20220403_031656,5,29972.jpg,The Enterprise-C emerges from a temporal rift; the ship was designed to be the logical link between the Excelsior- and Galaxy-class starship design.,"An oblong, blue-grey starship with an oval hull and two flanking, glowing engines",The Voyager 1 spacecraft
20220403_031656,5,29986.jpg,Marta Kristen in 2018,A photo of Marta Kristen in 2018.,The first edition of the episode was written by Kotaro Uchikoshi .
20220403_031656,5,29997.jpg,"Congressional voting trends by race and age in the United States, 19662010","Congressional voting trends by race and age in the United States, 1966-2010. Youth 18-24 vote at a twenty percent lower rate than the overall population.","The election results from the United States , by Gordon ( second from left ) and female ( right ) to number one in the chart ."
20220403_031656,5,30005.jpg,Faithless elector laws by state Vote voided with penalty Vote voided Vote counted with penalty Vote counted No law,Map of faithless elector laws in the US,Map of the states with the states of the United States
20220403_031656,5,30025.jpg,Sheldon Kranz and Anne Fielding (1980),Sheldon Kranz and Anne Fielding,David Stern and David Lawrence
20220403_031656,5,30027.jpg,"The CPRR's Lilly Belle and caboose on display at the Disneyland Railroad's Main Street, U.S.A. Station in 1993","A ridable miniature steam locomotive, tender, and yellow-colored caboose in a display case with an image of a desert behind them",The GFRR 's Chloe locomotive and freight train
20220403_031656,5,30028.jpg,The Disneyland Railroad's C.K. Holliday locomotive is very similar in appearance to the CPRR's Lilly Belle locomotive,"A red steam locomotive with a 4-4-0 wheel arrangement (four leading wheels, four driving wheels, and no trailing wheels) passing over a bridge",The GFRR 's Emma Nevada in the late 1910s
20220403_031656,5,30029.jpg,Walt Disney's Carolwood Barn is preserved at the Los Angeles Live Steamers Railroad Museum,A red barn with white trim and a shingle roof,"The Besakana , a Grade II replica"
20220403_031656,5,30048.jpg,"Hardware marked ""Patented"" and ""Pat. Pending""","Various Rail Bonding Hardware showing ""Patented""/""Patents Pending""",Figure 2 : Typical example of a typical edition of the same name
20220403_031656,5,30049.jpg,"Albert Namatjira monument, Hermannsburg, NT",Red stone pillar monument in clearing,The Rock stone in the temple
20220403_031656,5,30050.jpg,A southbound Amtrak train at Route 128 station in November 1974,A passenger train with a streamlined diesel locomotive next to a modern brick station building,A train at Foxboro station in 2020
20220403_031656,5,30051.jpg,The Amtrak waiting room in 2016,A waiting room in a glass-walled station,The laboratory at the entrance to the station in London .
20220403_031656,5,30052.jpg,The MBTA entrance to the garage in 2017,A four-level steel and concrete parking garage,The Tianjin Xingang Passenger Terminal
20220403_031656,5,30053.jpg,The northbound platform elevator in 2016,Doors to an elevator on a railway platform,A northbound train at the reopening of the railway station
20220403_031656,5,30095.jpg,"Examples of several libre, sans-serif typefaces.","Screenshot of type set in several different free (libre) sans-serif typefaces: Latin Modern Sans, Liberation Sans, Arimo, FreeSans, Nimbus Sans L, Tex Gyre Heros, Droid Sans, Roboto, Noto, Bitstream Vera Sans, and DejaVu Sans.",The first version of the original box layout
20220403_031656,5,30111.jpg,A.J. Styles (yellow trunks) and Christopher Daniels (red trunks) during an Ultimate X match in 2006,"Two men, one in yellow trunks while the other in red trunks, battling, while hanging by red steel ropes, to retrieve a championship belt, which is suspended on the ropes",The team won the WWE Championship title in Final Resolution .
20220403_031656,5,30117.jpg,Marsh shrews often live near marshes with western skunk cabbage.,"Bright-green plant with yellow flowers, growing from the forest floor",The related genus of the Georgia Tech
20220403_031656,5,30118.jpg,Marsh shrew from C. Hart Merriam's original 1884 description,Drawings of a slender rodent with a long nose and tail,The ring-tailed lemur is one of the few species of the extinct species .
20220403_031656,5,30119.jpg,"Charles Bendire, after whom the marsh shrew was named","Balding, middle-aged man with beard and a long mustache","The Duke of Buckingham , founder of the Brill Tramway"
20220403_031656,5,30158.jpg,"Pavelka house in rural Webster County, Nebraska, setting of ""Cuzak's Boys""","One-and-a-half story wood house with peeling paint; in foreground, door leading to storm cave",The house at Mount Vernon
20220403_031656,5,30159.jpg," Panorama of Downtown Jacksonville taken from Springfield Park, located in Springfield.","Panorama of Jacksonville, Florida",A panoramic view of Downtown Jacksonville
20220403_031656,5,30160.jpg,Flowers,A color picture of a cactus with pink flowers,An image of the Sweet Garden
20220403_031656,5,30163.jpg,A typing game in Mavis Beacon featuring car racing (Windows version).,A screenshot from the Window version of Mavis Beacon Teaches Typing showing a typing game that features car racing.,An example of gameplay screenshot from the game .
20220403_031656,5,30186.jpg,Light enters a dark box through a small hole and creates an inverted image on the wall opposite the hole.,An image of a tree projected into a box through a pinhole.,An example of a tree in the game
20220403_031656,5,30187.jpg,Bergamot marmalade,"A jar labelled ""Diced bergamot"" containing dark brown dried fruits","The `` milk of chocolate '' , from the collection of the United States"
